,datas,termos,posição
3805,2022-05-20,roupas de marca,8.0
3806,2022-05-20,roupas femininas,2.0
3807,2022-05-20,roupas femininas,24.0
3808,2022-05-20,roupas femininas,3.0
3809,2022-05-20,roupas femininas,4.0
3810,2022-05-20,roupas femininas,16.0
3811,2022-05-20,roupas femininas,1.0
3812,2022-05-20,roupas importadas,5.0
3813,2022-05-20,roupas importadas,1.0
3814,2022-05-20,roupas importadas,14.0
3815,2022-05-20,roupas importadas,19.0
3816,2022-05-20,roupas importadas,35.0
3817,2022-05-20,roupas importadas,2.0
3818,2022-05-20,roupas masculinas,9.0
3819,2022-05-20,roupas masculinas,22.0
3820,2022-05-20,roupas masculinas,13.0
3821,2022-05-20,roupas masculinas,39.0
3822,2022-05-20,roupas masculinas,10.0
3823,2022-05-20,roupas masculinas,1.0
3824,2022-05-20,roupas online,6.0
3825,2022-05-20,roupas online,3.0
3826,2022-05-20,roupas online,2.0
3827,2022-05-20,roupas online,18.0
3828,2022-05-20,roupas online,34.0
3829,2022-05-20,roupas online,14.0
3830,2022-05-20,vizzano,
3831,2022-05-20,vizzano,1.0
3832,2022-05-20,vizzano,
3833,2022-05-20,vizzano,
3834,2022-05-20,bastille,
3835,2022-05-20,beyoung,
3836,2022-05-20,bolas de marca,
3837,2022-05-20,hope,
3838,2022-05-19,beira rio,5.0
3839,2022-05-19,bolsas,13.0
3840,2022-05-19,bolsas,
3841,2022-05-19,calÃ§ados,7.0
3842,2022-05-19,calÃ§ados,
3843,2022-05-19,calÃ§ados,5.0
3844,2022-05-19,colcci,5.0
3845,2022-05-19,colcci,
3846,2022-05-19,colcci,2.0
3847,2022-05-19,colcci,
3848,2022-05-19,colcci,1.0
3849,2022-05-19,loja de roupas,17.0
3850,2022-05-19,loja de roupas,14.0
3851,2022-05-19,loja de roupas,
3852,2022-05-19,loja de roupas,13.0
3853,2022-05-19,loja de roupas,
3854,2022-05-19,loja de roupas,7.0
3855,2022-05-19,moda feminina,11.0
3856,2022-05-19,moda feminina,6.0
3857,2022-05-19,moda feminina,
3858,2022-05-19,moda feminina,5.0
3859,2022-05-19,moda feminina,
3860,2022-05-19,moda feminina,4.0
3861,2022-05-19,moda online,16.0
3862,2022-05-19,moda online,10.0
3863,2022-05-19,moda online,
3864,2022-05-19,moda online,8.0
3865,2022-05-19,moda online,
3866,2022-05-19,moda online,5.0
3867,2022-05-19,outlet,2.0
3868,2022-05-19,outlet,
3869,2022-05-19,outlet,
3870,2022-05-19,outlet,1.0
3871,2022-05-19,outlet de marcas,2.0
3872,2022-05-19,outlet de marcas,1.0
3873,2022-05-19,outlet de moda,2.0
3874,2022-05-19,outlet de moda,
3875,2022-05-19,outlet de moda,
3876,2022-05-19,outlet de moda,1.0
3877,2022-05-19,outlet nike,2.0
3878,2022-05-19,outlet nike,
3879,2022-05-19,outlet nike,
3880,2022-05-19,outlet nike,1.0
3881,2022-05-19,outlet premium,
3882,2022-05-19,outlet premium,
3883,2022-05-19,outlet premium,
3884,2022-05-19,outlet premium,1.0
3885,2022-05-19,privalia,2.0
3886,2022-05-19,privalia,
3887,2022-05-19,privalia,
3888,2022-05-19,privalia,1.0
3889,2022-05-19,roupas,1.0
3890,2022-05-19,roupas,8.0
3891,2022-05-19,roupas,
3892,2022-05-19,roupas,10.0
3893,2022-05-19,roupas,
3894,2022-05-19,roupas,3.0
3895,2022-05-19,roupas baratas,10.0
3896,2022-05-19,roupas baratas,7.0
3897,2022-05-19,roupas baratas,
3898,2022-05-19,roupas baratas,5.0
3899,2022-05-19,roupas baratas,
3900,2022-05-19,roupas baratas,3.0
3901,2022-05-19,roupas de marca,9.0
3902,2022-05-19,roupas de marca,6.0
3903,2022-05-19,roupas de marca,
3904,2022-05-19,roupas de marca,5.0
3905,2022-05-19,roupas de marca,
3906,2022-05-19,roupas de marca,3.0
3907,2022-05-19,roupas femininas,9.0
3908,2022-05-19,roupas femininas,6.0
3909,2022-05-19,roupas femininas,
3910,2022-05-19,roupas femininas,5.0
3911,2022-05-19,roupas femininas,
3912,2022-05-19,roupas femininas,3.0
3913,2022-05-19,roupas importadas,9.0
3914,2022-05-19,roupas importadas,6.0
3915,2022-05-19,roupas importadas,
3916,2022-05-19,roupas importadas,5.0
3917,2022-05-19,roupas importadas,
3918,2022-05-19,roupas importadas,3.0
3919,2022-05-19,roupas masculinas,5.0
3920,2022-05-19,roupas masculinas,7.0
3921,2022-05-19,roupas masculinas,
3922,2022-05-19,roupas masculinas,8.0
3923,2022-05-19,roupas masculinas,
3924,2022-05-19,roupas masculinas,1.0
3925,2022-05-19,roupas online,9.0
3926,2022-05-19,roupas online,7.0
3927,2022-05-19,roupas online,
3928,2022-05-19,roupas online,5.0
3929,2022-05-19,roupas online,
3930,2022-05-19,roupas online,3.0
3931,2022-05-19,vizzano,
3932,2022-05-19,vizzano,
3933,2022-05-19,vizzano,
3934,2022-05-19,vizzano,
3935,2022-05-19,bastille,
3936,2022-05-19,beyoung,
3937,2022-05-19,bolas de marca,
3938,2022-05-19,hope,
3939,2022-05-19,beira rio,14.0
3940,2022-05-19,bolsas,7.0
3941,2022-05-19,bolsas,9.0
3942,2022-05-19,calÃ§ados,7.0
3943,2022-05-19,calÃ§ados,2.0
3944,2022-05-19,calÃ§ados,4.0
3945,2022-05-19,colcci,28.0
3946,2022-05-19,colcci,17.0
3947,2022-05-19,colcci,16.0
3948,2022-05-19,colcci,25.0
3949,2022-05-19,colcci,18.0
3950,2022-05-19,loja de roupas,2.0
3951,2022-05-19,loja de roupas,33.0
3952,2022-05-19,loja de roupas,5.0
3953,2022-05-19,loja de roupas,32.0
3954,2022-05-19,loja de roupas,30.0
3955,2022-05-19,loja de roupas,17.0
3956,2022-05-19,moda feminina,10.0
3957,2022-05-19,moda feminina,29.0
3958,2022-05-19,moda feminina,23.0
3959,2022-05-19,moda feminina,12.0
3960,2022-05-19,moda feminina,14.0
3961,2022-05-19,moda feminina,7.0
3962,2022-05-19,moda online,47.0
3963,2022-05-19,moda online,34.0
3964,2022-05-19,moda online,4.0
3965,2022-05-19,moda online,11.0
3966,2022-05-19,moda online,70.0
3967,2022-05-19,moda online,1.0
3968,2022-05-19,outlet,5.0
3969,2022-05-19,outlet,3.0
3970,2022-05-19,outlet,2.0
3971,2022-05-19,outlet,1.0
3972,2022-05-19,outlet de marcas,2.0
3973,2022-05-19,outlet de marcas,1.0
3974,2022-05-19,outlet de moda,4.0
3975,2022-05-19,outlet de moda,3.0
3976,2022-05-19,outlet de moda,5.0
3977,2022-05-19,outlet de moda,2.0
3978,2022-05-19,outlet nike,9.0
3979,2022-05-19,outlet nike,3.0
3980,2022-05-19,outlet nike,6.0
3981,2022-05-19,outlet nike,2.0
3982,2022-05-19,outlet premium,4.0
3983,2022-05-19,outlet premium,5.0
3984,2022-05-19,outlet premium,1.0
3985,2022-05-19,outlet premium,3.0
3986,2022-05-19,privalia,2.0
3987,2022-05-19,privalia,3.0
3988,2022-05-19,privalia,4.0
3989,2022-05-19,privalia,1.0
3990,2022-05-19,roupas,6.0
3991,2022-05-19,roupas,16.0
3992,2022-05-19,roupas,3.0
3993,2022-05-19,roupas,23.0
3994,2022-05-19,roupas,18.0
3995,2022-05-19,roupas,1.0
3996,2022-05-19,roupas baratas,6.0
3997,2022-05-19,roupas baratas,27.0
3998,2022-05-19,roupas baratas,9.0
3999,2022-05-19,roupas baratas,25.0
4000,2022-05-19,roupas baratas,42.0
4001,2022-05-19,roupas baratas,11.0
4002,2022-05-19,roupas de marca,3.0
4003,2022-05-19,roupas de marca,4.0
4004,2022-05-19,roupas de marca,15.0
4005,2022-05-19,roupas de marca,27.0
4006,2022-05-19,roupas de marca,9.0
4007,2022-05-19,roupas de marca,5.0
4008,2022-05-19,roupas femininas,3.0
4009,2022-05-19,roupas femininas,24.0
4010,2022-05-19,roupas femininas,4.0
4011,2022-05-19,roupas femininas,2.0
4012,2022-05-19,roupas femininas,16.0
4013,2022-05-19,roupas femininas,1.0
4014,2022-05-19,roupas importadas,5.0
4015,2022-05-19,roupas importadas,1.0
4016,2022-05-19,roupas importadas,14.0
4017,2022-05-19,roupas importadas,18.0
4018,2022-05-19,roupas importadas,33.0
4019,2022-05-19,roupas importadas,2.0
4020,2022-05-19,roupas masculinas,10.0
4021,2022-05-19,roupas masculinas,22.0
4022,2022-05-19,roupas masculinas,12.0
4023,2022-05-19,roupas masculinas,39.0
4024,2022-05-19,roupas masculinas,9.0
4025,2022-05-19,roupas masculinas,1.0
4026,2022-05-19,roupas online,6.0
4027,2022-05-19,roupas online,3.0
4028,2022-05-19,roupas online,2.0
4029,2022-05-19,roupas online,17.0
4030,2022-05-19,roupas online,32.0
4031,2022-05-19,roupas online,14.0
4032,2022-05-19,vizzano,
4033,2022-05-19,vizzano,1.0
4034,2022-05-19,vizzano,
4035,2022-05-19,vizzano,
4036,2022-05-19,bastille,
4037,2022-05-19,beyoung,
4038,2022-05-19,bolas de marca,
4039,2022-05-19,hope,
4040,2022-05-18,beira rio,5.0
4041,2022-05-18,bolsas,13.0
4042,2022-05-18,bolsas,
4043,2022-05-18,calÃ§ados,6.0
4044,2022-05-18,calÃ§ados,
4045,2022-05-18,calÃ§ados,5.0
4046,2022-05-18,colcci,5.0
4047,2022-05-18,colcci,
4048,2022-05-18,colcci,2.0
4049,2022-05-18,colcci,
4050,2022-05-18,colcci,1.0
4051,2022-05-18,loja de roupas,18.0
4052,2022-05-18,loja de roupas,14.0
4053,2022-05-18,loja de roupas,
4054,2022-05-18,loja de roupas,13.0
4055,2022-05-18,loja de roupas,
4056,2022-05-18,loja de roupas,7.0
4057,2022-05-18,moda feminina,11.0
4058,2022-05-18,moda feminina,6.0
4059,2022-05-18,moda feminina,
4060,2022-05-18,moda feminina,5.0
4061,2022-05-18,moda feminina,
4062,2022-05-18,moda feminina,4.0
4063,2022-05-18,moda online,17.0
4064,2022-05-18,moda online,10.0
4065,2022-05-18,moda online,
4066,2022-05-18,moda online,8.0
4067,2022-05-18,moda online,
4068,2022-05-18,moda online,4.0
4069,2022-05-18,outlet,2.0
4070,2022-05-18,outlet,
4071,2022-05-18,outlet,
4072,2022-05-18,outlet,1.0
4073,2022-05-18,outlet de marcas,2.0
4074,2022-05-18,outlet de marcas,1.0
4075,2022-05-18,outlet de moda,2.0
4076,2022-05-18,outlet de moda,
4077,2022-05-18,outlet de moda,
4078,2022-05-18,outlet de moda,1.0
4079,2022-05-18,outlet nike,2.0
4080,2022-05-18,outlet nike,
4081,2022-05-18,outlet nike,
4082,2022-05-18,outlet nike,1.0
4083,2022-05-18,outlet premium,
4084,2022-05-18,outlet premium,
4085,2022-05-18,outlet premium,
4086,2022-05-18,outlet premium,1.0
4087,2022-05-18,privalia,2.0
4088,2022-05-18,privalia,
4089,2022-05-18,privalia,
4090,2022-05-18,privalia,1.0
4091,2022-05-18,roupas,12.0
4092,2022-05-18,roupas,6.0
4093,2022-05-18,roupas,
4094,2022-05-18,roupas,8.0
4095,2022-05-18,roupas,
4096,2022-05-18,roupas,19.0
4097,2022-05-18,roupas baratas,10.0
4098,2022-05-18,roupas baratas,7.0
4099,2022-05-18,roupas baratas,
4100,2022-05-18,roupas baratas,5.0
4101,2022-05-18,roupas baratas,
4102,2022-05-18,roupas baratas,3.0
4103,2022-05-18,roupas de marca,9.0
4104,2022-05-18,roupas de marca,6.0
4105,2022-05-18,roupas de marca,
4106,2022-05-18,roupas de marca,5.0
4107,2022-05-18,roupas de marca,
4108,2022-05-18,roupas de marca,3.0
4109,2022-05-18,roupas femininas,9.0
4110,2022-05-18,roupas femininas,6.0
4111,2022-05-18,roupas femininas,
4112,2022-05-18,roupas femininas,5.0
4113,2022-05-18,roupas femininas,
4114,2022-05-18,roupas femininas,3.0
4115,2022-05-18,roupas importadas,9.0
4116,2022-05-18,roupas importadas,6.0
4117,2022-05-18,roupas importadas,
4118,2022-05-18,roupas importadas,5.0
4119,2022-05-18,roupas importadas,
4120,2022-05-18,roupas importadas,3.0
4121,2022-05-18,roupas masculinas,5.0
4122,2022-05-18,roupas masculinas,7.0
4123,2022-05-18,roupas masculinas,
4124,2022-05-18,roupas masculinas,8.0
4125,2022-05-18,roupas masculinas,
4126,2022-05-18,roupas masculinas,1.0
4127,2022-05-18,roupas online,9.0
4128,2022-05-18,roupas online,7.0
4129,2022-05-18,roupas online,
4130,2022-05-18,roupas online,5.0
4131,2022-05-18,roupas online,
4132,2022-05-18,roupas online,3.0
4133,2022-05-18,vizzano,
4134,2022-05-18,vizzano,
4135,2022-05-18,vizzano,
4136,2022-05-18,vizzano,
4137,2022-05-18,bastille,
4138,2022-05-18,beyoung,
4139,2022-05-18,bolas de marca,
4140,2022-05-18,hope,
4141,2022-05-18,beira rio,14.0
4142,2022-05-18,bolsas,5.0
4143,2022-05-18,bolsas,9.0
4144,2022-05-18,calÃ§ados,6.0
4145,2022-05-18,calÃ§ados,1.0
4146,2022-05-18,calÃ§ados,3.0
4147,2022-05-18,colcci,26.0
4148,2022-05-18,colcci,18.0
4149,2022-05-18,colcci,21.0
4150,2022-05-18,colcci,23.0
4151,2022-05-18,colcci,20.0
4152,2022-05-18,loja de roupas,2.0
4153,2022-05-18,loja de roupas,33.0
4154,2022-05-18,loja de roupas,4.0
4155,2022-05-18,loja de roupas,32.0
4156,2022-05-18,loja de roupas,30.0
4157,2022-05-18,loja de roupas,18.0
4158,2022-05-18,moda feminina,10.0
4159,2022-05-18,moda feminina,29.0
4160,2022-05-18,moda feminina,23.0
4161,2022-05-18,moda feminina,12.0
4162,2022-05-18,moda feminina,14.0
4163,2022-05-18,moda feminina,8.0
4164,2022-05-18,moda online,51.0
4165,2022-05-18,moda online,35.0
4166,2022-05-18,moda online,19.0
4167,2022-05-18,moda online,9.0
4168,2022-05-18,moda online,66.0
4169,2022-05-18,moda online,1.0
4170,2022-05-18,outlet,5.0
4171,2022-05-18,outlet,3.0
4172,2022-05-18,outlet,2.0
4173,2022-05-18,outlet,1.0
4174,2022-05-18,outlet de marcas,2.0
4175,2022-05-18,outlet de marcas,1.0
4176,2022-05-18,outlet de moda,4.0
4177,2022-05-18,outlet de moda,3.0
4178,2022-05-18,outlet de moda,5.0
4179,2022-05-18,outlet de moda,1.0
4180,2022-05-18,outlet nike,9.0
4181,2022-05-18,outlet nike,3.0
4182,2022-05-18,outlet nike,6.0
4183,2022-05-18,outlet nike,2.0
4184,2022-05-18,outlet premium,5.0
4185,2022-05-18,outlet premium,4.0
4186,2022-05-18,outlet premium,1.0
4187,2022-05-18,outlet premium,3.0
4188,2022-05-18,privalia,2.0
4189,2022-05-18,privalia,3.0
4190,2022-05-18,privalia,4.0
4191,2022-05-18,privalia,1.0
4192,2022-05-18,roupas,5.0
4193,2022-05-18,roupas,13.0
4194,2022-05-18,roupas,3.0
4195,2022-05-18,roupas,23.0
4196,2022-05-18,roupas,20.0
4197,2022-05-18,roupas,1.0
4198,2022-05-18,roupas baratas,6.0
4199,2022-05-18,roupas baratas,26.0
4200,2022-05-18,roupas baratas,9.0
4201,2022-05-18,roupas baratas,24.0
4202,2022-05-18,roupas baratas,38.0
4203,2022-05-18,roupas baratas,11.0
4204,2022-05-18,roupas de marca,3.0
4205,2022-05-18,roupas de marca,1.0
4206,2022-05-18,roupas de marca,14.0
4207,2022-05-18,roupas de marca,23.0
4208,2022-05-18,roupas de marca,7.0
4209,2022-05-18,roupas de marca,5.0
4210,2022-05-18,roupas femininas,3.0
4211,2022-05-18,roupas femininas,24.0
4212,2022-05-18,roupas femininas,4.0
4213,2022-05-18,roupas femininas,2.0
4214,2022-05-18,roupas femininas,16.0
4215,2022-05-18,roupas femininas,1.0
4216,2022-05-18,roupas importadas,5.0
4217,2022-05-18,roupas importadas,1.0
4218,2022-05-18,roupas importadas,14.0
4219,2022-05-18,roupas importadas,18.0
4220,2022-05-18,roupas importadas,30.0
4221,2022-05-18,roupas importadas,2.0
4222,2022-05-18,roupas masculinas,10.0
4223,2022-05-18,roupas masculinas,22.0
4224,2022-05-18,roupas masculinas,12.0
4225,2022-05-18,roupas masculinas,39.0
4226,2022-05-18,roupas masculinas,9.0
4227,2022-05-18,roupas masculinas,1.0
4228,2022-05-18,roupas online,6.0
4229,2022-05-18,roupas online,3.0
4230,2022-05-18,roupas online,2.0
4231,2022-05-18,roupas online,17.0
4232,2022-05-18,roupas online,30.0
4233,2022-05-18,roupas online,14.0
4234,2022-05-18,vizzano,
4235,2022-05-18,vizzano,1.0
4236,2022-05-18,vizzano,
4237,2022-05-18,vizzano,
4238,2022-05-18,bastille,
4239,2022-05-18,beyoung,
4240,2022-05-18,bolas de marca,
4241,2022-05-18,hope,
4242,2022-05-17,beira rio,7.0
4243,2022-05-17,bolsas,12.0
4244,2022-05-17,bolsas,
4245,2022-05-17,calÃ§ados,8.0
4246,2022-05-17,calÃ§ados,
4247,2022-05-17,calÃ§ados,5.0
4248,2022-05-17,colcci,5.0
4249,2022-05-17,colcci,
4250,2022-05-17,colcci,2.0
4251,2022-05-17,colcci,
4252,2022-05-17,colcci,1.0
4253,2022-05-17,loja de roupas,19.0
4254,2022-05-17,loja de roupas,13.0
4255,2022-05-17,loja de roupas,
4256,2022-05-17,loja de roupas,14.0
4257,2022-05-17,loja de roupas,
4258,2022-05-17,loja de roupas,7.0
4259,2022-05-17,moda feminina,13.0
4260,2022-05-17,moda feminina,6.0
4261,2022-05-17,moda feminina,
4262,2022-05-17,moda feminina,7.0
4263,2022-05-17,moda feminina,
4264,2022-05-17,moda feminina,4.0
4265,2022-05-17,moda online,17.0
4266,2022-05-17,moda online,10.0
4267,2022-05-17,moda online,
4268,2022-05-17,moda online,8.0
4269,2022-05-17,moda online,
4270,2022-05-17,moda online,5.0
4271,2022-05-17,outlet,2.0
4272,2022-05-17,outlet,
4273,2022-05-17,outlet,
4274,2022-05-17,outlet,1.0
4275,2022-05-17,outlet de marcas,2.0
4276,2022-05-17,outlet de marcas,1.0
4277,2022-05-17,outlet de moda,2.0
4278,2022-05-17,outlet de moda,
4279,2022-05-17,outlet de moda,
4280,2022-05-17,outlet de moda,1.0
4281,2022-05-17,outlet nike,2.0
4282,2022-05-17,outlet nike,
4283,2022-05-17,outlet nike,
4284,2022-05-17,outlet nike,1.0
4285,2022-05-17,outlet premium,
4286,2022-05-17,outlet premium,
4287,2022-05-17,outlet premium,
4288,2022-05-17,outlet premium,1.0
4289,2022-05-17,privalia,2.0
4290,2022-05-17,privalia,
4291,2022-05-17,privalia,
4292,2022-05-17,privalia,1.0
4293,2022-05-17,roupas,12.0
4294,2022-05-17,roupas,6.0
4295,2022-05-17,roupas,
4296,2022-05-17,roupas,8.0
4297,2022-05-17,roupas,
4298,2022-05-17,roupas,19.0
4299,2022-05-17,roupas baratas,12.0
4300,2022-05-17,roupas baratas,6.0
4301,2022-05-17,roupas baratas,
4302,2022-05-17,roupas baratas,8.0
4303,2022-05-17,roupas baratas,
4304,2022-05-17,roupas baratas,4.0
4305,2022-05-17,roupas de marca,10.0
4306,2022-05-17,roupas de marca,5.0
4307,2022-05-17,roupas de marca,
4308,2022-05-17,roupas de marca,6.0
4309,2022-05-17,roupas de marca,
4310,2022-05-17,roupas de marca,3.0
4311,2022-05-17,roupas femininas,10.0
4312,2022-05-17,roupas femininas,4.0
4313,2022-05-17,roupas femininas,
4314,2022-05-17,roupas femininas,6.0
4315,2022-05-17,roupas femininas,
4316,2022-05-17,roupas femininas,1.0
4317,2022-05-17,roupas importadas,10.0
4318,2022-05-17,roupas importadas,5.0
4319,2022-05-17,roupas importadas,
4320,2022-05-17,roupas importadas,6.0
4321,2022-05-17,roupas importadas,
4322,2022-05-17,roupas importadas,3.0
4323,2022-05-17,roupas masculinas,6.0
4324,2022-05-17,roupas masculinas,7.0
4325,2022-05-17,roupas masculinas,
4326,2022-05-17,roupas masculinas,8.0
4327,2022-05-17,roupas masculinas,
4328,2022-05-17,roupas masculinas,1.0
4329,2022-05-17,roupas online,10.0
4330,2022-05-17,roupas online,5.0
4331,2022-05-17,roupas online,
4332,2022-05-17,roupas online,7.0
4333,2022-05-17,roupas online,
4334,2022-05-17,roupas online,3.0
4335,2022-05-17,vizzano,
4336,2022-05-17,vizzano,
4337,2022-05-17,vizzano,
4338,2022-05-17,vizzano,
4339,2022-05-17,bastille,
4340,2022-05-17,beyoung,
4341,2022-05-17,bolas de marca,
4342,2022-05-17,hope,
4343,2022-05-17,beira rio,16.0
4344,2022-05-17,bolsas,5.0
4345,2022-05-17,bolsas,9.0
4346,2022-05-17,calÃ§ados,6.0
4347,2022-05-17,calÃ§ados,2.0
4348,2022-05-17,calÃ§ados,5.0
4349,2022-05-17,colcci,27.0
4350,2022-05-17,colcci,15.0
4351,2022-05-17,colcci,18.0
4352,2022-05-17,colcci,33.0
4353,2022-05-17,colcci,12.0
4354,2022-05-17,loja de roupas,2.0
4355,2022-05-17,loja de roupas,33.0
4356,2022-05-17,loja de roupas,3.0
4357,2022-05-17,loja de roupas,32.0
4358,2022-05-17,loja de roupas,30.0
4359,2022-05-17,loja de roupas,17.0
4360,2022-05-17,moda feminina,11.0
4361,2022-05-17,moda feminina,29.0
4362,2022-05-17,moda feminina,23.0
4363,2022-05-17,moda feminina,12.0
4364,2022-05-17,moda feminina,14.0
4365,2022-05-17,moda feminina,7.0
4366,2022-05-17,moda online,51.0
4367,2022-05-17,moda online,35.0
4368,2022-05-17,moda online,19.0
4369,2022-05-17,moda online,10.0
4370,2022-05-17,moda online,64.0
4371,2022-05-17,moda online,1.0
4372,2022-05-17,outlet,4.0
4373,2022-05-17,outlet,3.0
4374,2022-05-17,outlet,2.0
4375,2022-05-17,outlet,1.0
4376,2022-05-17,outlet de marcas,2.0
4377,2022-05-17,outlet de marcas,1.0
4378,2022-05-17,outlet de moda,4.0
4379,2022-05-17,outlet de moda,3.0
4380,2022-05-17,outlet de moda,5.0
4381,2022-05-17,outlet de moda,1.0
4382,2022-05-17,outlet nike,9.0
4383,2022-05-17,outlet nike,3.0
4384,2022-05-17,outlet nike,6.0
4385,2022-05-17,outlet nike,2.0
4386,2022-05-17,outlet premium,5.0
4387,2022-05-17,outlet premium,6.0
4388,2022-05-17,outlet premium,1.0
4389,2022-05-17,outlet premium,3.0
4390,2022-05-17,privalia,2.0
4391,2022-05-17,privalia,3.0
4392,2022-05-17,privalia,4.0
4393,2022-05-17,privalia,1.0
4394,2022-05-17,roupas,6.0
4395,2022-05-17,roupas,12.0
4396,2022-05-17,roupas,3.0
4397,2022-05-17,roupas,21.0
4398,2022-05-17,roupas,19.0
4399,2022-05-17,roupas,2.0
4400,2022-05-17,roupas baratas,6.0
4401,2022-05-17,roupas baratas,25.0
4402,2022-05-17,roupas baratas,9.0
4403,2022-05-17,roupas baratas,27.0
4404,2022-05-17,roupas baratas,39.0
4405,2022-05-17,roupas baratas,11.0
4406,2022-05-17,roupas de marca,4.0
4407,2022-05-17,roupas de marca,1.0
4408,2022-05-17,roupas de marca,14.0
4409,2022-05-17,roupas de marca,24.0
4410,2022-05-17,roupas de marca,8.0
4411,2022-05-17,roupas de marca,6.0
4412,2022-05-17,roupas femininas,18.0
4413,2022-05-17,roupas femininas,24.0
4414,2022-05-17,roupas femininas,20.0
4415,2022-05-17,roupas femininas,3.0
4416,2022-05-17,roupas femininas,14.0
4417,2022-05-17,roupas femininas,1.0
4418,2022-05-17,roupas importadas,5.0
4419,2022-05-17,roupas importadas,1.0
4420,2022-05-17,roupas importadas,14.0
4421,2022-05-17,roupas importadas,18.0
4422,2022-05-17,roupas importadas,30.0
4423,2022-05-17,roupas importadas,2.0
4424,2022-05-17,roupas masculinas,6.0
4425,2022-05-17,roupas masculinas,23.0
4426,2022-05-17,roupas masculinas,13.0
4427,2022-05-17,roupas masculinas,39.0
4428,2022-05-17,roupas masculinas,7.0
4429,2022-05-17,roupas masculinas,1.0
4430,2022-05-17,roupas online,6.0
4431,2022-05-17,roupas online,3.0
4432,2022-05-17,roupas online,2.0
4433,2022-05-17,roupas online,18.0
4434,2022-05-17,roupas online,30.0
4435,2022-05-17,roupas online,14.0
4436,2022-05-17,vizzano,
4437,2022-05-17,vizzano,1.0
4438,2022-05-17,vizzano,
4439,2022-05-17,vizzano,
4440,2022-05-17,bastille,
4441,2022-05-17,beyoung,
4442,2022-05-17,bolas de marca,
4443,2022-05-17,hope,
4444,2022-05-16,beira rio,7.0
4445,2022-05-16,bolsas,12.0
4446,2022-05-16,bolsas,
4447,2022-05-16,calÃ§ados,7.0
4448,2022-05-16,calÃ§ados,
4449,2022-05-16,calÃ§ados,5.0
4450,2022-05-16,colcci,5.0
4451,2022-05-16,colcci,
4452,2022-05-16,colcci,2.0
4453,2022-05-16,colcci,
4454,2022-05-16,colcci,1.0
4455,2022-05-16,loja de roupas,19.0
4456,2022-05-16,loja de roupas,13.0
4457,2022-05-16,loja de roupas,
4458,2022-05-16,loja de roupas,14.0
4459,2022-05-16,loja de roupas,
4460,2022-05-16,loja de roupas,7.0
4461,2022-05-16,moda feminina,12.0
